Feature ID,kingdom,phylum,class,order,family,genus,species
b28490675bb3d480775ae6d518de2244f4625d5c,k__Fungi,,,,,,
498655f59afa07f152ed078ef30c0e236042c1f1,k__Fungi,p__Ascomycota,c__leotiomycetes,o__Helotiales,,,
37f3bb59f0f23e0fa3389edec5238a61cca5fef9,k__Fungi,,,,,,
421M7218W20366UK,k__Fungi,p__Ascomycota,c__Arthoniomycetes,o__Lichenostigmatales,f__Phaeococcomycetaceae,g__Phaeococcomyces,
172M6691A58472AX,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,,
SH006653.07FU_KU612390_reps_singleton,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,s__Preussia_fleischhakii
134I6560A15155WO,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Comoclathris,
528W9465B53174HR,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Coniochaetales,f__Coniochaetaceae,g__Coniochaeta,s__Coniochaeta_polymorpha
107B3077E53078ED,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Comoclathris,
678J3956L84941TS,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Comoclathris,
246f7e01048843bac8a6c5b8c1168c9411c3afb9,k__Fungi,,,,,,
699d4d0ef3edecba44dd64dfb0fc81c90a778031,k__Fungi,,,,,,
639F8995W59041IQ,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Comoclathris,
523Y6057F32403LO,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariales_fam_Incertae_sedis,g__Oliveonia,s__Oliveonia_pauxilla
983R5823S10179ID,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Comoclathris,
573Q5317R83788EU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,
442A8141Q24234BC,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,s__Vishniacozyma_globispora
91b8c01e3c9f294f05e32f99f88ce4cb372370b1,k__Fungi,,,,,,
c09fed3e04d3e14c0ea79ee349afeba1f50d6093,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,,,
683P6046E14370HZ,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Agrocybe,
b393ee667e85847278182233033c4d8272e771f4,k__Fungi,,,,,,
376B1586X37451ZT,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Comoclathris,
d07b3354c9a68e88043cc21cb012515df18f97af,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Geastrales,f__Geastraceae,g__Geastrum,
117X1698B58553MK,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,g__Constantinomyces,s__Constantinomyces_minimus
36a64ec183f52c246fe2d15d8c4c568d35901b27,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,,,
6b287bd23d2115574ac119392e6b840adcfca85b,k__Fungi,,,,,,
216H6640V94988GT,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,
a18b749c32061b4f70f172a9e4ce13d20d3586f4,k__Fungi,,,,,,
SH122540.07FU_HF947040_reps,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Podospora,
a09c8527171d61f49e4ba4c4a9178fa24f175e43,k__Fungi,,,,,,
659fe74748b8eb140b3908a4bdf57843160c0e9d,k__Fungi,,,,,,
0a66311c07ef91341e0a66d28411ca7f0a3e725e,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Tremellaceae,g__Cryptococcus,
975L9042I83119JM,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariaceae,,
SH120600.07FU_FN691446_refs,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Sarocladium,s__Sarocladium_kiliense
1476e9114ffe7055dccb85642dd873569eea54ee,k__Fungi,,,,,,
f52966b88ff6d3b8fa7977d7141557c3e3efaaaa,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,s__alternaria_chlamydosporigena
908G6738Y31004KI,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,
162N4689M35758XT,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,,,
4d72d59a5f3704ec7c0967bda9c33157a8bb729b,k__Fungi,,,,,,
5e095295417aa105f4a6be408d5801fc85e0c3aa,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,s__Vishniacozyma_globispora
beaf60335a6061fe01e501ce44b2f1cf19076289,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Corticiales,f__Corticiaceae,,
990B5629Q22919ID,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,
cfb73e891cfd7e65a39b74a6fbe1b303f1444c09,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,
419360f9efde7a774c2c9a215a454100dd179905,k__Fungi,,,,,,
654X2041M68185CO,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,,
f8313507bda7a0a6e55fd59dc06b838612b13161,k__Fungi,,,,,,
396R4481O65137YW,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Rutstroemiaceae,g__Rutstroemia,s__Rutstroemia_capillus_albis
5147aae244ef2e93214cdae34c536d623f8a5048,k__Fungi,,,,,,
78f12df8254d603d1efa340b64962fa613774820,k__Fungi,,,,,,
2633bf2dc5982a1b6ef380d4558904760f11d712,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Naganishia,s__Naganishia_friedmannii
2429d2bf494a0a726dfe5840bd9a9a6b7c4036e6,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,
668N4263F30506XM,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lophiostomataceae,g__Lophiostoma,s__Lophiostoma_multiseptatum
1d1cefd942a88b934a4d10a1405967c0521fcbb8,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,,,
9858a55c8dd6c63f7261ca5e3dadd4a007193fe0,k__Rhizaria,p__Cercozoa,,,,,
490X1886D28454LM,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,,,
1007380f6c2b117435e4ad59a2dec098c535e64f,k__Fungi,,,,,,
SH128471.07FU_JF439194_reps,k__Fungi,p__Olpidiomycota,c__Olpidiomycetes,o__Olpidiales,f__Olpidiaceae,g__Olpidium,
4a65dc7bd103fec917827b532acaa998c3bb558a,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Umbilicariales,f__Umbilicariales_fam_Incertae_sedis,g__Boreoplaca,s__Boreoplaca_ultrafrigida
5a129006a814900f2a16e1b9973af9ab840e3ccd,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,,,
eaa10efbec1d866e6b13fc7d9a10e451f158dc2d,Unassigned,,,,,,
756X2086E54572OB,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,
80f71626fad39943c040d30f237fbd4936efad69,k__Fungi,,,,,,
993R4637C27067XG,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,g__Keissleriella,
83073d2710d675563a882d20ca2d25d85dd3230c,k__Fungi,,,,,,
c37733a6c717d4512a448a6b10f9887166286fa0,k__Fungi,,,,,,
903Y4804P24349RI,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Rutstroemiaceae,g__Rutstroemia,s__Rutstroemia_capillus_albis
ec41f220b685aac107aa33b0ec00d1b4cbf41a27,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Botryosphaeriales,f__Planistromellaceae,g__Ramimonilia,s__Ramimonilia_apicalis
b72483971aef2f5043ecd2f55810a9e2fa00c51d,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,
533E3486X41008KI,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,,
188a54048c7e2aac4b4fad3e54edf0c5d6bd842b,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,,
32b5010107b0718021cc46accc1589634eae5b4b,k__Fungi,,,,,,
591K3940X19843KJ,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,,
e7469fa6359159b2cc27dd5c65fdb7214112aabe,k__Fungi,p__Olpidiomycota,c__Olpidiomycetes,o__Olpidiales,f__Olpidiaceae,g__Olpidium,s__Olpidium_brassicae
7fb7818c6e09ce6b8d9c4d3587cb922765856722,k__Fungi,,,,,,
825bc31c63c6e9e96c0f5911dfc16d151aa82e41,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Botryosphaeriales,f__Planistromellaceae,g__Ramimonilia,s__Ramimonilia_apicalis
217G8324B93760RQ,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,,
