	G1-11	G1-110	G1-115	G1-116	G1-12	G1-130	G1-131	G1-132	G1-15	G1-157	G1-158	G1-159	G1-161	G1-162	G1-177	G1-178	G1-19	G1-193	G2-194	G2-41	G2-410	G2-411	G2-412	G3-419	G3-42	G3-420	G3-421	G3-422	G3-423	G3-424	G3-425	G3-426	G3-427	G3-428	G3-429	G3-43	G3-430	G3-44	G3-45	G3-46	G3-47	G3-48	G3-49
G2-410	0.20872879223382107	0.11730091430389823	0.45875615801444075	0.3539041076876582	0.20476209268784976	0.1878143864952797	0.20929189699501516	0.20929189699501516	0.2440435432038263	0.19241890011727544	0.1175970259380152	0.3848518418086974	0.42179227895158083	0.4020165596928358	0.567856365466475	0.2343859255275496	0.6474821001001488	0.1661287670308116	0.4775985285077496	0.1623396601893584	0.0	0.3916758867225829	0.16032976616083255	0.35620817651925574	0.36549260589619514	0.24504938214859553	0.5150570044479393	0.18835355848552807	0.49842728634662914	0.14133667846067094	0.4072938766308399	0.2831455156062977	0.2826926899925736	0.20872879223382107	0.20929189699501516	0.3071923452854149	0.21721840293480457	0.1939889693924814	0.5367165697748191	0.2991989143254362	0.5278549114424875	0.2241260061988853	0.6822304598588456
G2-411	0.3866533997333008	0.33931525339466123	0.5351149060558712	0.4682159753254909	0.3845096464758675	0.40580824110827535	0.3873571537836008	0.3873571537836008	0.4052953320917549	0.3782938918689176	0.4418331586037965	0.4890943431790629	0.49494306356917817	0.49820642813904037	0.6119906900983918	0.4010546439554249	0.4492198350838347	0.36440147519323507	0.13735568755070945	0.3506355709592767	0.3916758867225829	0.0	0.3483165887241988	0.4715076175522267	0.45148200579412834	0.4055054421873258	0.5745349831955273	0.37612754949890587	0.5490927784998887	0.4404224347952244	0.5031644880953523	0.4281081905478333	0.4265321400083147	0.3866533997333008	0.3873571537836008	0.4423408754294768	0.39165532989912394	0.379132343459821	0.25016218337035695	0.4376917507663341	0.5824817199860152	0.39276663564113473	0.4862019027624715
G2-412	0.1766716626183753	0.08805633784696629	0.4260486441754059	0.32051434016712543	0.1728041745755922	0.20190687949523975	0.177124163185232	0.177124163185232	0.11299492938655309	0.16068995599396693	0.24727017938068846	0.35077005356274116	0.38864439333806095	0.36872277791042457	0.4904721941933676	0.1004831283110126	0.619907395759081	0.13517102751515744	0.4361296719765756	0.11628093646639938	0.16032976616083255	0.3483165887241988	0.0	0.32210405166715006	0.24216677219795615	0.2124888643734599	0.4827623528936113	0.15673691188338873	0.40904758168336947	0.14915370298301692	0.3733222099522936	0.2496803086721016	0.24963049737694107	0.1766716626183753	0.177124163185232	0.2733550563593928	0.18485975907112226	0.053426897612662144	0.4549767286443343	0.2654414103472493	0.44538627380746043	0.09148037819932582	0.6261250037214329
G3-419	0.19930553020468686	0.27462310530215367	0.4165630985642668	0.34169218436484006	0.19601150201286283	0.21773631884130085	0.19597987620269283	0.19597987620269283	0.23602984136218122	0.2057878437853436	0.2743747681556678	0.3333740604903975	0.20581065863879436	0.41188279093911767	0.47505429697752427	0.2823882463105683	0.626913541736363	0.23856649660603238	0.48030144567797856	0.24346557494279272	0.35620817651925574	0.4715076175522267	0.32210405166715006	0.0	0.3313970744587304	0.3028742916124398	0.3509399744616938	0.24841148525106724	0.4546320769792882	0.34572660382452125	0.3344226643601568	0.2622148100796338	0.33885522358844217	0.19930553020468686	0.19597987620269283	0.35586936535855956	0.20262287529713874	0.3223379056215693	0.3849485145096323	0.21650104882483595	0.3468982122261052	0.24954325723185236	0.5558617611853952
G3-42	0.2109244827950705	0.2852352233173789	0.43992754881541546	0.34956651212616363	0.2077255518482314	0.2291342815885929	0.20769484091323742	0.20769484091323742	0.16427100215423565	0.26798118196807047	0.33364727297364133	0.4573442791023637	0.29864779411361336	0.4366869270554087	0.5186267727442658	0.2130579586290377	0.6294311040656678	0.24966095352031656	0.46167528620936155	0.2424393707134418	0.36549260589619514	0.45148200579412834	0.24216677219795615	0.3313970744587304	0.0	0.3121427663063627	0.47570765287066974	0.25917354694443456	0.3068966625551937	0.26622710975965924	0.3765506781966304	0.2720909814078267	0.3472357147924766	0.2109244827950705	0.20769484091323742	0.36392186376826474	0.21414644352161807	0.25428721783605507	0.4452763413680833	0.398989519269186	0.4565448897996285	0.2296006825541518	0.5918566340942348
G3-420	0.15449030233466907	0.16623912655449716	0.415079674029026	0.1840384884027726	0.15901320355976709	0.17463972811116643	0.15061187232582018	0.15061187232582018	0.20480751718873944	0.22736996420203337	0.2263650688642183	0.33060011947476675	0.3781248643143987	0.35849893655703063	0.5195554462238452	0.18319257218884638	0.6131882065782064	0.1976446152440437	0.4699399243140675	0.11460847485921914	0.24504938214859553	0.4055054421873258	0.2124888643734599	0.3028742916124398	0.3121427663063627	0.0	0.4644239093808267	0.13888336760185307	0.4133480757826792	0.25464237260085393	0.21367279085938198	0.22723048530485554	0.2994003144029923	0.15449030233466907	0.15061187232582018	0.27557225734824936	0.15835570809367996	0.2286644841189187	0.4896043881437892	0.3170273550098542	0.48512379382951737	0.18636328358651644	0.646299516422071
G3-421	0.3978053435525283	0.4555714499637753	0.43729666820016727	0.37693393298772304	0.3959440077049626	0.41227213683763736	0.3959261554889142	0.3959261554889142	0.41881699734647176	0.43863375384261544	0.48899137594136677	0.4394676063810879	0.450262169510409	0.5292584248611752	0.47695605722793427	0.4277322166173298	0.6750086357045008	0.42792219980467183	0.491637306570211	0.4300382573588768	0.5150570044479393	0.5745349831955273	0.4827623528936113	0.3509399744616938	0.47570765287066974	0.4644239093808267	0.0	0.40694823084017323	0.4693773476803065	0.5014837442527124	0.3701588636107073	0.43409621900526285	0.48644990237059327	0.3978053435525283	0.3959261554889142	0.45806327010592146	0.38966689143599137	0.45870266333093096	0.5193997076283533	0.3754133046740124	0.47393417536019117	0.46097224977799994	0.5663984926832758
G3-422	0.08299883817698862	0.08198815289344191	0.3884293014353258	0.2724244521928068	0.07845403779824775	0.10462089789351024	0.07841036643332919	0.07841036643332919	0.13315661062578424	0.15555262528008992	0.15101558248335625	0.34770040848072625	0.3474438580862813	0.3255568252158136	0.4943006142740974	0.05770629895576828	0.5966995782175067	0.12971553485657727	0.4422580886441804	0.046382320464344956	0.18835355848552807	0.37612754949890587	0.15673691188338873	0.24841148525106724	0.25917354694443456	0.13888336760185307	0.40694823084017323	0.0	0.41351058297528503	0.18494855961156406	0.30765526964197104	0.16835646506127208	0.2641819758986154	0.08299883817698862	0.07841036643332919	0.21550446116396904	0.08756811708226345	0.10870210494758982	0.446475586061519	0.2615094065970919	0.4653096252891643	0.12992530121909168	0.6240559386214642
G3-423	0.37705351155063205	0.43668930532027156	0.4266056744143149	0.3089709277915128	0.375061468629516	0.3919534486908649	0.3750423607370362	0.3750423607370362	0.337101756796735	0.4196021299750006	0.47166699280867536	0.522105599233508	0.3386533228716178	0.5306108768748538	0.5000355221994998	0.37656415321572545	0.6723727028053622	0.40814455925634663	0.45303117452123176	0.4105032675026065	0.49842728634662914	0.5490927784998887	0.40904758168336947	0.4546320769792882	0.3068966625551937	0.4133480757826792	0.4693773476803065	0.41351058297528503	0.0	0.4262516404185286	0.3349953865558706	0.4158081916847547	0.470568217842612	0.37705351155063205	0.3750423607370362	0.4827572403197159	0.37906333586992097	0.40921419312823365	0.5272778152791944	0.4410229637407202	0.4829384604931657	0.38698824296361695	0.5723568569771814
G3-424	0.20427411167560405	0.2147766620260555	0.45618533576640535	0.3563819816443044	0.20050940776906978	0.18443827965967535	0.20479509576011445	0.20479509576011445	0.1358525029485458	0.2747841689679868	0.11831505656585414	0.4338315387254253	0.420805563653828	0.4019652067015577	0.5077872455154543	0.12828119167290034	0.643168856290859	0.25365339112256297	0.5055665528450034	0.16336301646947107	0.14133667846067094	0.4404224347952244	0.14915370298301692	0.34572660382452125	0.26622710975965924	0.25464237260085393	0.5014837442527124	0.18494855961156406	0.4262516404185286	0.0	0.39542955380320893	0.27529498946260866	0.36093287668129653	0.20427411167560405	0.20479509576011445	0.31990880536192223	0.21232368051580677	0.17835888082919654	0.4841984381713331	0.36207099197083414	0.47269624334698573	0.13701757413680682	0.6443666916729853
G3-425	0.256637641589064	0.33295862947374133	0.34473409704130487	0.11162590993589688	0.26042202054573804	0.2738761056187769	0.25378668712669855	0.25378668712669855	0.29442074376829275	0.31556008275359815	0.3769580861745802	0.3654220624308266	0.4374769365615153	0.46516488946251583	0.4838825521474476	0.33658982526181486	0.6519420198869307	0.2931102315892371	0.38986339130379905	0.3034605249615348	0.4072938766308399	0.5031644880953523	0.3733222099522936	0.3344226643601568	0.3765506781966304	0.21367279085938198	0.3701588636107073	0.30765526964197104	0.3349953865558706	0.39542955380320893	0.0	0.3109099046394038	0.37995755663459296	0.256637641589064	0.25378668712669855	0.4005686945874214	0.25948327462788245	0.3735220665858778	0.527389583959268	0.34883840115544645	0.46444646632306025	0.34910967442950586	0.5952100905737296
G3-426	0.0953569275174066	0.1954729161027432	0.38963576451168574	0.2810736463281217	0.09993882053428173	0.12421273236208054	0.0999826291169518	0.0999826291169518	0.1535567253091599	0.17897730801155207	0.25262753322666476	0.40712408469564326	0.35103188317203626	0.3829578483409496	0.528871021495713	0.20975738211070702	0.6193498932998465	0.14741125641482164	0.4383586133881218	0.1622965726350214	0.2831455156062977	0.4281081905478333	0.2496803086721016	0.2622148100796338	0.2720909814078267	0.22723048530485554	0.43409621900526285	0.16835646506127208	0.4158081916847547	0.27529498946260866	0.3109099046394038	0.0	0.2637579171584563	0.0953569275174066	0.0999826291169518	0.2968876697160337	0.10825648136236894	0.253750423188144	0.46953404479651806	0.33676845816523826	0.46279197267202454	0.22370291523433725	0.6310613976664036
G3-427	0.19808081050140014	0.21242547616299814	0.43838006929683065	0.3430451964596815	0.2023671450995881	0.2250752501814083	0.20240812777703274	0.20240812777703274	0.24721386000991558	0.19573819041442816	0.3424449916154246	0.4163816274577044	0.40432852528732305	0.4348938081843531	0.4858447813059423	0.2986104942415565	0.6433793303926734	0.1653765458023581	0.4462111032581102	0.24419195794536283	0.2826926899925736	0.4265321400083147	0.24963049737694107	0.33885522358844217	0.3472357147924766	0.2994003144029923	0.48644990237059327	0.2641819758986154	0.470568217842612	0.36093287668129653	0.37995755663459296	0.2637579171584563	0.0	0.19808081050140014	0.20240812777703274	0.3545680753901554	0.2092714806378073	0.26835824768737293	0.507629124323569	0.348332095628322	0.503372377265866	0.296547908967834	0.655206047818438
G3-428	0.0	0.11066904907654944	0.3473225139806701	0.22163685631419863	0.005064862768805754	0.03189744742695652	0.00511328914159591	0.00511328914159591	0.06993908020987262	0.0954686143695963	0.17661002606976714	0.36231327795938295	0.3029863136237592	0.3373152665383863	0.5026444183393887	0.133078562131946	0.6021126138592856	0.057541289466312304	0.40071371803698125	0.07562565238658259	0.20872879223382107	0.3866533997333008	0.1766716626183753	0.19930553020468686	0.2109244827950705	0.15449030233466907	0.3978053435525283	0.08299883817698862	0.37705351155063205	0.20427411167560405	0.256637641589064	0.0953569275174066	0.19808081050140014	0.0	0.00511328914159591	0.23572951133329906	0.015213550267841535	0.18134033587544074	0.437687148518666	0.2801838463230156	0.43028402355286227	0.15005375134707086	0.6160141164979394
