	G1-11	G1-12	G1-13	G1-130	G1-131	G1-132	G1-135	G1-136	G1-138	G1-14	G1-15	G1-177	G1-178	G1-193	G2-194	G2-413	G2-414	G2-415	G2-416	G3-417	G3-418	G3-419	G3-420	G3-421	G3-422	G3-423	G3-424	G3-425	G3-426	G3-427	G3-428	G3-429	G3-430
G3-418	0.17119918122154779	0.052836420554754765	0.0672203684258164	0.19897058592537362	0.17565104911612206	0.19451871803079934	0.05053440695332299	0.12279295039022885	0.07614676403102683	0.11720337178786516	0.1008533234707959	0.21614714038182564	0.20649501882956256	0.679938551930422	0.30882428882802704	0.26406081228376216	0.13703456911839174	0.17914375412135886	0.185738782060012	0.17854295742753645	0.0	0.19678371140719333	0.24109557902442372	0.4016453002146457	0.16474253455397836	0.48304954466161765	0.2646595351722808	0.3426788848931911	0.17119918122154779	0.41717912486352493	0.2401649791670289	0.25584701904662305	0.3853426111123969
G3-419	0.26454722176663475	0.15640301588887182	0.18256472019015238	0.2817193318776306	0.2617423950329108	0.2844482611926988	0.16115409676300194	0.22222509818666927	0.1763119084466491	0.21401719360058752	0.1964896388772259	0.3299707188350279	0.33772912722680815	0.6861368835918212	0.3692694291127573	0.4109478383706406	0.30732747097547314	0.27057200897517775	0.26643753485720506	0.26428247195522164	0.19678371140719333	0.0	0.36703988401722093	0.3698161748042279	0.30889602695680546	0.5072758236719317	0.39647379262402116	0.39371831455671175	0.26454722176663475	0.46147438040743904	0.3234030676262522	0.32413843727754765	0.4330994105238342
G3-420	0.17460110243298993	0.271676730158781	0.2913028135565759	0.19435916587534113	0.17090538158689572	0.1979503405844932	0.2691972977686801	0.3245032447284311	0.28564881232752626	0.3196873537526963	0.3075652007761824	0.22084317854040597	0.20207500870495695	0.6791837878723068	0.10368580372412362	0.2757421658899414	0.14913838362670825	0.18252304629012842	0.18109637796422434	0.1819542321699813	0.24109557902442372	0.36703988401722093	0.0	0.35884665265954513	0.15984370883719715	0.3573077422625012	0.2719928861810366	0.16444158302747375	0.17460110243298993	0.3334209717590738	0.24365473989197411	0.0625168583611217	0.38806693186978236
G3-421	0.3978053435525283	0.37071552373863775	0.3901076310243987	0.41227213683763736	0.3959261554889142	0.41410047487137897	0.3735147272202165	0.4100986723506137	0.38642731393699614	0.40880077153249733	0.394544405111296	0.3577215175654371	0.4277322166173298	0.7145969450927011	0.36083427549760055	0.5167948887086878	0.43179411217179897	0.40185064630575856	0.39907328808277803	0.3980006028174144	0.4016453002146457	0.3698161748042279	0.35884665265954513	0.0	0.40694823084017323	0.4898571176682989	0.5014837442527124	0.35908967991663243	0.3978053435525283	0.4672664919811553	0.4459969840307854	0.3203853871701193	0.5082205929426622
G3-422	0.08299883817698862	0.1936125010309624	0.2233475603779994	0.10462089789351024	0.07841036643332919	0.10907887090040992	0.19883191271015252	0.26514554405082785	0.21651413093275723	0.257485828545048	0.23737543748354034	0.292393950602305	0.05770629895576828	0.6666380773909498	0.2381525149556966	0.1932100900840867	0.05128740085235903	0.09281826095533484	0.08608511419124505	0.0817516978400361	0.16474253455397836	0.30889602695680546	0.15984370883719715	0.40694823084017323	0.0	0.4427486540065148	0.18494855961156406	0.24712437022054098	0.08299883817698862	0.37450281085570536	0.16012859773985602	0.1779803478560321	0.34011446311865573
G3-423	0.40842126586791866	0.4543617125341288	0.47210247192492444	0.42266478819975006	0.40660784893321583	0.4244291348433594	0.45664063128964294	0.48653950005189767	0.46911228051735027	0.4379916567684483	0.4219018147237315	0.39920995473303217	0.40764410290035097	0.7171372021555025	0.3592743995749852	0.5252438226278557	0.4417293009489068	0.41232566111940144	0.4096449453763232	0.4086453052756052	0.48304954466161765	0.5072758236719317	0.3573077422625012	0.4898571176682989	0.4427486540065148	0.0	0.45503655801382514	0.34904495729557855	0.40842126586791866	0.48819120203628247	0.45576334930329787	0.33240285379318835	0.33613336645570485
G3-424	0.20427411167560405	0.2964241586744001	0.2793134688516245	0.18443827965967535	0.20479509576011445	0.18395321607502915	0.3007973068127501	0.35015410419125986	0.2842716738059331	0.23397775532196902	0.2413209052950087	0.34244296362107696	0.12828119167290034	0.7054454423990401	0.3309998716672962	0.1298001674012648	0.153687468506324	0.19819994049918857	0.1968124948249218	0.203657361151119	0.2646595351722808	0.39647379262402116	0.2719928861810366	0.5014837442527124	0.18494855961156406	0.45503655801382514	0.0	0.3748313601610953	0.20427411167560405	0.4535809980104675	0.23394108789371956	0.2870365336794619	0.42003810636390987
G3-425	0.229878303515347	0.31157034898884034	0.3290849911882801	0.2476334417441952	0.2268179765526446	0.25061137914346354	0.3092696357595513	0.3566501444734811	0.3242731946528954	0.35335830140991376	0.34223006900855174	0.2867671064024246	0.2803067553071112	0.6786293130792204	0.16673984665980413	0.38270005993116224	0.27479303632317753	0.23644860854470554	0.23539350692019	0.23640755273329545	0.3426788848931911	0.39371831455671175	0.16444158302747375	0.35908967991663243	0.24712437022054098	0.34904495729557855	0.3748313601610953	0.0	0.229878303515347	0.36356007887389963	0.2911948346391466	0.13062209151463416	0.4120099573640959
G3-426	0.0	0.13177391947338649	0.15453558010467391	0.03189744742695652	0.00511328914159591	0.02678415828536061	0.1292867365056003	0.2029076799189891	0.15518926479225556	0.19253099442982693	0.1835429065891223	0.3401835868942145	0.133078562131946	0.6438012389497245	0.1772147980882589	0.19993401251383103	0.06096031497432063	0.010994118275030525	0.018558207819840255	0.008434852969953935	0.17119918122154779	0.26454722176663475	0.17460110243298993	0.3978053435525283	0.08299883817698862	0.40842126586791866	0.20427411167560405	0.229878303515347	0.0	0.3206394363249952	0.07921215861007701	0.11469572790258138	0.2857940555116349
G3-427	0.3206394363249952	0.38827632200630385	0.40436851648798944	0.343508271486014	0.3243054025994928	0.3398423052115163	0.38600265363218383	0.42549097939745245	0.40569170989507475	0.42453167889016014	0.4162737505800588	0.44354167106594294	0.39955730149748653	0.6846118809197407	0.2736685811449485	0.40192408707027527	0.36138654059494263	0.3260110211610695	0.331451014437857	0.32668679364470005	0.41717912486352493	0.46147438040743904	0.3334209717590738	0.4672664919811553	0.37450281085570536	0.48819120203628247	0.4535809980104675	0.36356007887389963	0.3206394363249952	0.0	0.31405902591776774	0.2891987471599643	0.46446238965744613
G3-428	0.07921215861007701	0.20089808589037625	0.18102537203476324	0.059124900150550795	0.08432544775167292	0.05387088668054072	0.19825781363741646	0.26604708320412035	0.18181688034878835	0.21866681794685228	0.248711583698268	0.39568131516023963	0.20599607286849603	0.6469281036956314	0.1622536761306503	0.13211868240553645	0.13909925947454407	0.08933540904452786	0.0968994985893376	0.08764701158003094	0.2401649791670289	0.3234030676262522	0.24365473989197411	0.4459969840307854	0.16012859773985602	0.45576334930329787	0.23394108789371956	0.2911948346391466	0.07921215861007701	0.31405902591776774	0.0	0.1851830121874955	0.3423678500667071
G3-429	0.11469572790258138	0.22044058408423622	0.24063328933132047	0.13459205012710837	0.11064910787455598	0.13852972778996958	0.21801811589576994	0.278198945202429	0.23446327482785884	0.27158114246873316	0.25952419617598227	0.2507770215970606	0.2184519309448024	0.6590908173408967	0.06497898230089796	0.29148890730342536	0.1676377318155374	0.12336730569094222	0.12164344186529921	0.12220151854920769	0.25584701904662305	0.32413843727754765	0.0625168583611217	0.3203853871701193	0.1779803478560321	0.33240285379318835	0.2870365336794619	0.13062209151463416	0.11469572790258138	0.2891987471599643	0.1851830121874955	0.0	0.3471596850641203
G3-430	0.2857940555116349	0.3564857577366877	0.3726281704264214	0.30857540207797235	0.2894459970124505	0.3049234605771567	0.35427216773223097	0.395666757548008	0.3738408090743145	0.39379493891793665	0.3857589555673645	0.48466259583942806	0.366451142667601	0.6905949229860662	0.3902333899366071	0.42636694531197844	0.3267252808895714	0.29141972289306317	0.2968390684851993	0.2918182776436613	0.3853426111123969	0.4330994105238342	0.38806693186978236	0.5082205929426622	0.34011446311865573	0.33613336645570485	0.42003810636390987	0.4120099573640959	0.2857940555116349	0.46446238965744613	0.3423678500667071	0.3471596850641203	0.0
